,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI
0,-,-,-,-,-,-,2460,1418.65,2528.05,480,27000.00,20,102.00,-,-,-,-,-,-,-,-
1,-,-,-,-,-,-,460,1154.90,2423.55,460,27100.00,-,-,-,-,-,-,-,-,-,-
2,-,-,-,-,-,-,460,1144.35,-,-,27200.00,20,2.00,-,-,-,-,-,-,-,-
3,-,-,-,-,-,-,460,1092.80,-,-,27300.00,620,10.00,-,-,-,-,-,-,-,-
4,-,-,-,-,-,-,460,998.85,-,-,27400.00,620,10.00,-,-,-,-,-,-,-,-
5,-,-,-,-,-,-,460,949.85,-,-,27500.00,620,10.00,-,-,-,-,-,-,-,-
6,-,-,-,-,-,-,460,874.10,-,-,27600.00,620,10.00,-,-,-,-,-,-,-,-
7,-,-,-,-,-,-,460,767.15,-,-,27700.00,-,-,-,-,-,-,-,-,-,-
8,-,-,-,-,-,-,460,706.10,-,-,27800.00,2000,5.00,-,-,-,-,-,-,-,-
9,-,-,-,-,-,-,-,-,-,-,27900.00,620,10.00,-,-,-,-,-,-,-,-
10,-,-,-,-,-,-,-,-,-,-,28000.00,620,10.00,-,-,-,-,-,-,-,-
11,-,-,-,-,-,-,-,-,-,-,28100.00,620,10.00,-,-,-,-,-,-,-,-
12,-,-,-,-,-,-,-,-,-,-,28200.00,620,10.00,-,-,-,-,-,-,-,-
13,-,-,-,-,-,-,-,-,-,-,28300.00,620,10.00,-,-,-,-,-,-,-,-
14,-,-,-,-,-,-,-,-,-,-,28400.00,620,10.00,-,-,-,-,-,-,-,-
15,-,-,-,-,-,-,-,-,-,-,28500.00,620,10.00,-,-,-,-,-,-,-,-
16,-,-,-,-,-,-,-,-,-,-,28600.00,620,10.00,-,-,-,-,-,-,-,-
17,-,-,-,-,-,-,-,-,-,-,28700.00,620,10.00,-,-,-,-,-,-,-,-
18,-,-,-,-,-,-,2000,50.00,-,-,28800.00,620,10.00,-,-,-,-,-,-,-,-
19,-,-,-,-,-,-,2000,25.00,-,-,28900.00,2000,15.00,-,-,-,-,-,-,-,-
20,-,-,-,-,-,-,2000,25.00,-,-,29000.00,-,-,-,-,-,-,-,-,-,-
21,-,-,-,-,-,-,2000,25.00,-,-,29100.00,-,-,-,-,-,-,-,-,-,-
22,-,-,-,-,-,-,2000,25.00,-,-,29200.00,440,491.95,-,-,-,-,-,-,-,-
23,-,-,-,-,-,-,2000,25.00,-,-,29300.00,440,529.95,-,-,-,-,-,-,-,-
24,-,-,-,-,-,-,2000,25.00,-,-,29400.00,440,569.55,-,-,-,-,-,-,-,-
25,-,-,-,-,-,-,2000,20.00,-,-,29500.00,440,631.05,-,-,-,-,-,-,-,-
26,-,-,-,-,-,-,2000,15.00,-,-,29600.00,420,690.20,-,-,-,-,-,-,-,-
27,-,-,-,-,-,-,2000,10.00,-,-,29700.00,420,733.75,-,-,-,-,-,-,-,-
28,-,-,-,-,-,-,620,5.00,-,-,29800.00,420,924.10,-,-,-,-,-,-,-,-
29,-,-,-,-,-,-,620,5.00,-,-,29900.00,420,970.45,-,-,-,-,-,-,-,-
30,-,-,-,-,-,-,620,5.00,-,-,30000.00,420,983.80,-,-,-,-,-,-,-,-
31,-,-,-,-,-,-,620,5.00,-,-,30100.00,420,1032.85,-,-,-,-,-,-,-,-
32,-,-,-,-,-,-,620,5.00,-,-,30200.00,420,1083.65,-,-,-,-,-,-,-,-
33,-,-,-,-,-,-,620,5.00,-,-,30300.00,420,1133.65,-,-,-,-,-,-,-,-
34,-,-,-,-,-,-,620,5.00,-,-,30400.00,420,1186.85,-,-,-,-,-,-,-,-
35,-,-,-,-,-,-,2000,10.00,-,-,30500.00,420,1239.35,-,-,-,-,-,-,-,-
36,-,-,-,-,-,-,620,5.00,-,-,30600.00,420,1291.00,-,-,-,-,-,-,-,-
37,-,-,-,-,-,-,620,5.00,-,-,30700.00,420,1349.65,-,-,-,-,-,-,-,-
38,-,-,-,-,-,-,620,5.00,-,-,30800.00,420,1404.55,2948.85,420,-,-,-,-,-,-
39,-,-,-,-,-,-,620,5.00,-,-,30900.00,420,1459.45,3077.35,420,-,-,-,-,-,-
40,-,-,-,-,-,-,620,5.00,-,-,31000.00,400,2127.35,3207.15,400,-,-,-,-,-,-
41,-,-,-,-,-,-,620,5.00,-,-,31100.00,400,2220.50,3337.95,400,-,-,-,-,-,-
42,-,-,-,-,-,-,620,5.00,-,-,31200.00,400,2313.25,3469.90,400,-,-,-,-,-,-
43,-,-,-,-,-,-,620,5.00,-,-,31300.00,400,2406.90,3602.70,400,-,-,-,-,-,-
44,-,-,-,-,-,-,620,5.00,-,-,31400.00,400,2499.25,3736.25,400,-,-,-,-,-,-
45,-,-,-,-,-,-,620,5.00,-,-,31500.00,400,2592.70,3870.55,400,-,-,-,-,-,-
46,-,-,-,-,-,-,620,5.00,-,-,31600.00,400,2685.25,4005.50,400,-,-,-,-,-,-
47,-,-,-,-,-,-,620,5.00,-,-,31700.00,400,2778.10,4141.10,400,-,-,-,-,-,-
48,-,-,-,-,-,-,620,5.00,-,-,31800.00,400,2871.20,4277.10,400,-,-,-,-,-,-
49,-,-,-,-,-,-,620,5.00,-,-,31900.00,400,2964.35,4413.60,400,-,-,-,-,-,-
50,-,-,-,-,-,-,620,5.00,-,-,32000.00,400,3057.55,4540.50,400,-,-,-,-,-,-
51,-,-,-,-,-,-,620,5.00,-,-,32100.00,400,3150.25,4641.95,400,-,-,-,-,-,-
